time_start,time_end,model,launch_place,target,carrier,launched,destroyed,source
2023-01-20 18:00,2023-01-20 18:00,Merlin-VR,,Dnipropetrovsk oblast,,1,1,kpszsu/posts/pfbid0yddJrRBXMSKfPD8pwbdFGryk81LpRuQB6NxyfHKj9XL4EyaYJAVqim3ohxuQs862l
2023-01-20 18:00,2023-01-20 18:00,Orlan-10,,south,,1,1,kpszsu/posts/pfbid0yddJrRBXMSKfPD8pwbdFGryk81LpRuQB6NxyfHKj9XL4EyaYJAVqim3ohxuQs862l
2023-01-23 10:00,2023-01-23 16:00,X-59,,east,,2,2,kpszsu/posts/pfbid02tfreFvv7ptPsRG6sQUysCPb4UETxp5mzETxhipxcp4xcn48fetVhBFiN2jSCHyF1l
2023-01-23 10:00,2023-01-23 16:00,Orlan-10,,east,,1,1,kpszsu/posts/pfbid02tfreFvv7ptPsRG6sQUysCPb4UETxp5mzETxhipxcp4xcn48fetVhBFiN2jSCHyF1l
2023-01-25 09:00,2023-01-25 12:00,Orlan-10,,east,,1,1,kpszsu/posts/pfbid02WyyV7bsxs82CXgrLk5p4SWt4eNnNbihRkmXMEbbUjfZHHBiXoDNgwvjxVMLZDiX5l
2023-01-26 04:00,2023-01-26 04:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,24,24,kpszsu/posts/pfbid0LdKYbPNn6xX8k8pEWewDf1K8kpoBMBRUSjxeLPGYixgnffY55ZgEhCZsyHLevJ1yl
2023-01-26 10:45,2023-01-26 10:45,X-101/X-555,Caspian Sea,Ukraine,6 x Tu-95MS,40,40,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,X-59,,Ukraine,Su-35,4,0,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,Kalibr,Black Sea,Ukraine,Navi,9,7,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,X-47 Kinzhal,,Ukraine,MiG-31K,2,0,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-02-09 15:00,2023-02-09 15:00,Orion,,Kherson oblast,,1,1,kpszsu/posts/pfbid0226h3TSc5qRyXJhtr4F1hpndwKvezFsHnSKS9pJfQHiuJjhuHHRhd2B671xdnAVawl
2023-02-09 21:50,2023-02-10 12:00,X-101/X-555,Caspian Sea and Volgodonsk,Ukraine,8 x Tu-95MS,43,38,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,Kalibr,Black Sea,Ukraine,Navi,28,23,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,C-300,Belgorod and Tokmak,Kharkiv oblast and Zaporizhzhia oblast,,35,0,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,7,5,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-10 18:00,2023-02-10 23:55,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,20,20,kpszsu/posts/pfbid0KYrLkzPVQ1XWpphBWQQJKZdMga3PJTV7u3RyRVpr6knnNHVj9Pb88gmQTsdiYLoal
2023-02-11 18:40,2023-02-11 21:30,Orlan-10,eastern coast of the Sea of Azov,,,1,1,kpszsu/posts/pfbid0rzDv4jSfTUPfW4FrSqM45fdm8348LiLc9Cs5T4fcCwDE8XNMGvaQ8WL83DQ7PRzfl
2023-02-11 18:40,2023-02-11 21:30,Shahed-136/131,eastern coast of the Sea of Azov,,,4,4,kpszsu/posts/pfbid0rzDv4jSfTUPfW4FrSqM45fdm8348LiLc9Cs5T4fcCwDE8XNMGvaQ8WL83DQ7PRzfl
2023-02-15,2023-02-15,Unknown UAV,,,,1,1,kpszsu/posts/pfbid0b1FLpVFdTG7JS4DqoSMW5DsiDVY6R7JysuxVAc6BrArvRSfnJ5Y7x9wCGRoH8rVrl
2023-02-16 01:40,2023-02-16 03:45,X-101/X-555,Caspian Sea,Ukraine,2 x Tu-95MS,12,10,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,Kalibr,Black Sea,Ukraine,Navi,8,4,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,X-22,Kursk,Ukraine,6 x Tu-22M3,12,0,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,X-59 and X-31,Melitopol,Ukraine,2 x Su-35,2,2,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,P-800 Oniks,,Ukraine,,1,0,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-18 10:00,2023-02-18 10:00,Kalibr,Black Sea,,Navi,4,2,kpszsu/posts/pfbid02sVAR3DYn3VpeN9pw7dHgvxR9uoj4eMGao9bJPpo8nSuMeQWWcSe68qS2htbWrLq7l
2023-02-27 04:00,2023-02-27 04:00,Shahed-136/131,north,,,14,11,kpszsu/posts/pfbid05kfkx3SoEaZ2WMSt227BnGXvNcdAD738EExsfwskU6L8V3itt1i4mtPBQFGwnSmAl
2023-03-01 00:30,2023-03-01 00:30,Shahed-136/131,,north,,4,4,kpszsu/posts/pfbid02DBB34W57bVnVvTqHTAdka5SSNeKFTy7aQwYuvUos4QPWm9KWQQSyBNdgDLNQDrHMl
2023-03-06,2023-03-06,Shahed-136/131,Bryansk oblast,north,,15,13,kpszsu/posts/pfbid0CmNF5YSQeAJz5hVdjcPbPqn67zncWD3qJSyi239nWsJuCFBddeBhcYdug8dezeLtl
2023-03-08 00:00,2023-03-08 00:00,Shahed-136/131,,north,,2,2,kpszsu/posts/pfbid0CmNF5YSQeAJz5hVdjcPbPqn67zncWD3qJSyi239nWsJuCFBddeBhcYdug8dezeLtl
2023-03-09,2023-03-09,X-101/X-555,,Ukraine,10 x Tu-95MS,28,20,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,Kalibr,Black Sea,Ukraine,3 x Navi,20,14,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-22,,Ukraine,7 x Tu-22M3,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-47 Kinzhal,,Ukraine,6 x MiG-31K,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-31P,,Ukraine,Su-35,2,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-59,,Ukraine,Su-35,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,C-300,,Ukraine,,13,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,Shahed-136/131,,,,8,4,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-14 10:00,2023-03-14 10:00,X-31P,Black Sea,Odesa oblast,Su-35,4,0,kpszsu/posts/pfbid02nbyqzTt4wSEjCqSiXAQNvUqDTYssRy4uzsU9g1AhMVEecVYHBd35ZYCUi7CcDbiyl
2023-03-17 21:00,2023-03-18 01:30,Shahed-136/131,Bryansk oblast and eastern coast of the Sea of Azov,,,16,11,kpszsu/posts/pfbid0gA9z7xKgZfqjtDQiB29KDkVYW13GVCiWm2593mMpp75wUu7J81hAbZuR2859pbSXl
2023-03-21 19:40,2023-03-21 19:40,X-59,Black Sea,Odesa oblast,Su-35,2,2,kpszsu/posts/pfbid028Yqv5K3kkb5cW1qedcJxsjSPvEWWcJs6F4GBFARQ6yfSjSTQELpJTTJie6fMirFWl
2023-03-21 23:30,2023-03-22 04:00,Shahed-136/131,Bryansk oblast,,,21,16,kpszsu/posts/pfbid024iAXyJnPeP1hdqUGHEHiwYjCe6KQaDDagdwNW3uum9shiy8kZYQdthvjrNDrardel
2023-03-23 21:30,2023-03-23 21:30,X-59,Black Sea,Odesa oblast,Su-35,2,2,kpszsu/posts/pfbid0USygTZdH2uCcQmH41N6mKxupQw6rVAdacJDuYXtkAKzvWVMhhKEbBJc3L2hptJg8l
2023-03-27 21:40,2023-03-27 23:50,KAB,Morozovsk,Kherson oblast,Su-35,2,0,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
2023-03-27 21:40,2023-03-27 23:50,Granat-4,,,,1,1,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
2023-03-27 21:40,2023-03-27 23:50,Shahed-136/131,north and south-east,,,13,12,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
2023-03-30 21:10,2023-03-30 01:30,Shahed-136/131,Bryansk oblast,,,10,9,kpszsu/posts/pfbid0b6i2XPMG2vi6bg4a4SSMB8zo7eZY9YRj5R7JK3UCmNokTp4et9pUUokBrdocidP7l
2023-04-04 03:00,2023-04-04 03:00,Shahed-136/131,eastern coast of the Sea of Azov,Odesa oblast and Mykolaiv oblast,,17,14,kpszsu/posts/pfbid02eUCAGwRgPADbaszSKgio1B5pRERfSgjEHbiwnh8E8WRMvSFpqfnWqZbbSM4jg38Vl
2023-04-08 13:00,2023-04-08 13:00,Supercam,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid0QuEX5yDh6XcWHX8UtAZywEyfyXh5VX1YBK1Q4aHg7cdBFeakdhCh9NoN6NG3H9e8l
2023-04-10,2023-04-10,Orlan-10,north,,,1,1,PvkCenter/posts/pfbid061CJbwPE4ptosYqQ79TkTMpLVyXHq7SHj963VhDA5xY5q4HteUYi8XBmSiEhh8FSl
2023-04-10,2023-04-10,Merlin-VR,north,,,1,1,PvkCenter/posts/pfbid061CJbwPE4ptosYqQ79TkTMpLVyXHq7SHj963VhDA5xY5q4HteUYi8XBmSiEhh8FSl
2023-04-18,2023-04-18 22:00,Shahed-136/131,south-east,,,8,6,kpszsu/posts/pfbid02KuVs351ShfikiPCM3iKXApKvktgSBaoFJ5AdqhQm6DfXTYG9aFgXhRohqww2N7bKl
2023-04-18,2023-04-18 22:00,Orlan-10,south-east,,,1,1,kpszsu/posts/pfbid02KuVs351ShfikiPCM3iKXApKvktgSBaoFJ5AdqhQm6DfXTYG9aFgXhRohqww2N7bKl
2023-04-19,2023-04-19 03:00,Shahed-136/131,south,Odesa oblast,,12,10,kpszsu/posts/pfbid02gJa6xa3yj9P23Hp6c6HPHtLbGFEUDP2kvfFEpez9fYsNLY3mv665JXq45nZEWeqgl
2023-04-19,2023-04-20 00:20,Shahed-136/131,south-east,,,11,10,kpszsu/posts/pfbid02K4npJgPxeb3k7gFsMS3dQKamcADiPpN6XYdcdtG3jgnjcsjS6vQbqg8RVgNW7kH9l
2023-04-21,2023-04-21 03:00,Shahed-136/131,Bryansk oblast,,,12,8,kpszsu/posts/pfbid0SZzcFXv1dd9PmsurT8WKFDcZczC1XmgG8s5WeWq1avQL9RQd2h8rE2ohEq3gMWhBl
2023-04-21 19:00,2023-04-21 23:50,Shahed-136/131,south-east,,,5,4,kpszsu/posts/pfbid02ouft79RhQtCP2SuAq6tG6mkN6TxoeHearKkujAtsys4FaWeknhFejgfcUQYajnqFl
2023-04-22,2023-04-23 10:30,Lancet,south-east,Mykolaiv oblast and Kherson oblast,,4,4,kpszsu/posts/pfbid02ouft79RhQtCP2SuAq6tG6mkN6TxoeHearKkujAtsys4FaWeknhFejgfcUQYajnqFl
2023-04-23 11:50,2023-04-23 11:50,Merlin-VR,,Mykolaiv oblast,,1,1,kpszsu/posts/pfbid02ouft79RhQtCP2SuAq6tG6mkN6TxoeHearKkujAtsys4FaWeknhFejgfcUQYajnqFl
2023-04-24,2023-04-24 18:00,Shahed-136/131,south,,,6,6,kpszsu/posts/pfbid0u2HpBvwerS8kGCA41R3eCysAwDgtQs5kxoV5WQAnvnN3ih7f95V2rQ48Xjs1wgKHl
2023-04-24,2023-04-24 17:30,Lancet,,Kherson oblast,,2,2,kpszsu/posts/pfbid0u2HpBvwerS8kGCA41R3eCysAwDgtQs5kxoV5WQAnvnN3ih7f95V2rQ48Xjs1wgKHl
2023-04-24,2023-04-24 17:30,Unknown UAV,,Kherson oblast,,1,1,kpszsu/posts/pfbid0u2HpBvwerS8kGCA41R3eCysAwDgtQs5kxoV5WQAnvnN3ih7f95V2rQ48Xjs1wgKHl
2023-04-26,2023-04-26 18:00,Lancet,,Kherson oblast,,5,5,kpszsu/posts/pfbid09RCkdnRwWYsbqUJN8TvGcZ3GBsQBJ8uEmmeoi1xkfCDhiD9bby9cTEHLfYkfUeE9l
2023-04-26,2023-04-26 18:00,Merlin-VR,,Kherson oblast,,1,1,kpszsu/posts/pfbid09RCkdnRwWYsbqUJN8TvGcZ3GBsQBJ8uEmmeoi1xkfCDhiD9bby9cTEHLfYkfUeE9l
2023-04-28 04:00,2023-04-28 06:00,Unknown UAV,,Ukraine,,2,2,kpszsu/posts/pfbid0cWdLNjfwysxXhyweXLAJLZHhHoitjzJZMaMGz3SbU8DLN2DBBNPfVSoR2gyf1fnpl
2023-04-28 04:00,2023-04-28 06:00,X-101/X-555,Caspian Sea,Ukraine,Tu-95,23,21,kpszsu/posts/pfbid0cWdLNjfwysxXhyweXLAJLZHhHoitjzJZMaMGz3SbU8DLN2DBBNPfVSoR2gyf1fnpl
2023-04-29 04:00,2023-04-29 04:00,Shahed-136/131,south-east,,,2,2,kpszsu/posts/pfbid0dFmN22S2XUdUuUpL42Gi5zix1LrcaZnii2YGeNh8th2Z25ibxDzAcABtL3Rv5Jgul
2023-04-29 10:00,2023-04-29 10:00,Unknown UAV,south-east,,,1,1,kpszsu/posts/pfbid0dFmN22S2XUdUuUpL42Gi5zix1LrcaZnii2YGeNh8th2Z25ibxDzAcABtL3Rv5Jgul
2023-05-01 02:00,2023-05-01 04:00,X-101/X-555,Olenegorsk and Caspian Sea,Ukraine,2 x Tu-160 and 9 x Tu-95,18,15,kpszsu/posts/pfbid0cWdLNjfwysxXhyweXLAJLZHhHoitjzJZMaMGz3SbU8DLN2DBBNPfVSoR2gyf1fnpl
2023-05-02 22:30,2023-05-03 05:00,Shahed-136/131,Bryansk oblast and eastern coast of the Sea of Azov,Ukraine,,26,21,kpszsu/posts/pfbid036MBz2hLGvL5nu6hny9Yv79tETxLn917nkPGnPdvhU6zmBcnmUwPzJjLhS51Kxveul
2023-05-03,2023-05-03 13:00,Lancet,south,Mykolaiv oblast and Kherson oblast,,2,2,PvKPivden/posts/pfbid0npzVNZhjZ5KJ9wYxEdQqv1MzeDUMidyNFzdHNM9qJsDfJpe1VSvANBhBHHVWDCfol
2023-05-03,2023-05-03 13:00,Merlin-VR,south,Mykolaiv oblast and Kherson oblast,,1,1,PvKPivden/posts/pfbid0npzVNZhjZ5KJ9wYxEdQqv1MzeDUMidyNFzdHNM9qJsDfJpe1VSvANBhBHHVWDCfol
2023-05-03,2023-05-03 13:00,Unknown UAV,south,Mykolaiv oblast and Kherson oblast,,1,1,PvKPivden/posts/pfbid0npzVNZhjZ5KJ9wYxEdQqv1MzeDUMidyNFzdHNM9qJsDfJpe1VSvANBhBHHVWDCfol
2023-05-04,2023-05-04 08:00,Shahed-136/131,Bryansk oblast and eastern coast of the Sea of Azov,north and Odesa oblast,,24,18,kpszsu/posts/pfbid02JYKx2fRME5rM7iZc7r5ichxUVoCVrgGv1c574cjVMbLPZonc79bAVjc36kQLW8Xrl
2023-05-04,2023-05-04 08:00,Unknown UAV,Bryansk oblast,north,,1,1,kpszsu/posts/pfbid02JYKx2fRME5rM7iZc7r5ichxUVoCVrgGv1c574cjVMbLPZonc79bAVjc36kQLW8Xrl
2023-05-04 02:30,2023-05-04 02:30,X-47 Kinzhal,,Kyiv oblast,1 x MiG-31K,1,1,kpszsu/posts/pfbid02qb6SqPoaUA9kWcbxZAjzu8hXHUvZVifWZVpn1YcEyciqwAJxpSGjC4ha7iXuAEfhl
2023-05-05,2023-05-05 08:00,Shahed-136/131,,south-east,,2,2,kpszsu/posts/pfbid02gQ9YSfn6WTrdkKfkke21bdVY2McySv9TAczEmmpsRZn9R1n6fktLY9mTDB2ZNnFzl
2023-05-06,2023-05-06 08:00,Shahed-136/131,eastern coast of the Sea of Azov,south-east,,8,8,kpszsu/posts/pfbid02qb6SqPoaUA9kWcbxZAjzu8hXHUvZVifWZVpn1YcEyciqwAJxpSGjC4ha7iXuAEfhl
2023-05-06,2023-05-06,Lancet,,front line,,1,1,kpszsu/posts/pfbid02gneSAtXsS3aGXJvgfyr7jZMALo1ma8tMJhRKzjGwVvks9wMU1aFC1f9hp1y2CX5Yl
2023-05-06,2023-05-06,Unknown UAV,,front line,,4,4,kpszsu/posts/pfbid02gneSAtXsS3aGXJvgfyr7jZMALo1ma8tMJhRKzjGwVvks9wMU1aFC1f9hp1y2CX5Yl
2023-05-08 00:00,2023-05-08 00:00,Unknown Missile,Tarkhankut,Odesa oblast,Tu-22M3,8,0,kpszsu/posts/pfbid0MEHNkhvHQVN737gV3sTKR2iK8E3LJu21yaMz9oKpMcZdqrXtJjiXsF616BTypbnDl
2023-05-08,2023-05-08 03:00,Shahed-136/131,Bryansk oblast - Seshcha,Kyiv oblast,,35,35,kpszsu/posts/pfbid0MEHNkhvHQVN737gV3sTKR2iK8E3LJu21yaMz9oKpMcZdqrXtJjiXsF616BTypbnDl
2023-05-08,2023-05-08 17:00,Lancet,,Kherson oblast,,2,2,kpszsu/posts/pfbid02A3nvC3QPKJwjUHY4ytWyCbGFgT4xvzEizFCQvVMLnPwNotcnPS8ZnKQ1Fd1S6AAjl
2023-05-08,2023-05-08 17:00,ZALA,,Kherson oblast,,1,1,kpszsu/posts/pfbid02A3nvC3QPKJwjUHY4ytWyCbGFgT4xvzEizFCQvVMLnPwNotcnPS8ZnKQ1Fd1S6AAjl
2023-05-08,2023-05-08 22:00,Kalibr,Black Sea,south-east,Navi,8,8,kpszsu/posts/pfbid0C5rD37XpUVY66TQvvh1KWM3Bz2wVmByL5uDa6dGAjvc9rQE7gHi6MWzA1uEqqSiUl
2023-05-09 04:00,2023-05-08 06:00,X-101/X-555,Caspian Sea,Ukraine,4 x Tu-95MS,17,15,kpszsu/posts/pfbid0C5rD37XpUVY66TQvvh1KWM3Bz2wVmByL5uDa6dGAjvc9rQE7gHi6MWzA1uEqqSiUl
2023-05-09,2023-05-09 23:30,Shahed-136/131,,south,,3,3,kpszsu/posts/pfbid02skMqDZQNq82rxLALdDvQWDEFf4gW3MNAndEGTrcvraA4PgSc7JeV8uCEV8mLx22Tl
2023-05-12,2023-05-12,Lancet,,,,4,4,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-13 00:00,2023-05-13 06:00,Shahed-136/131,,Ukraine,,21,17,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-13 00:00,2023-05-13 06:00,Orlan-10,,Ukraine,,1,1,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-14 00:00,2023-05-14 07:00,Shahed-136/131,,Ukraine,,18,18,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Lancet,,Ukraine,,1,1,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Orlan-10,,Ukraine,,2,2,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Unknown UAV,,Ukraine,,4,4,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,X-101/X-555,,Ukraine,Tu-95MS,3,3,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14,2023-05-14 18:00,Orlan-10,,Kherson oblast,,2,2,kpszsu/posts/pfbid0a2UgLgaMV4SPdjxWkgsU3SXXNBTa6rzC4rn45idBTtt2NJ6KuyaPa3vLB8doRWWzl
2023-05-14,2023-05-14 18:00,ZALA,,Kherson oblast,,1,1,kpszsu/posts/pfbid0a2UgLgaMV4SPdjxWkgsU3SXXNBTa6rzC4rn45idBTtt2NJ6KuyaPa3vLB8doRWWzl
2023-05-14,2023-05-14 23:50,Orlan-10,,north-east,,1,1,kpszsu/posts/pfbid02Urb3RsjU76zqBppZ8vHA43QwWd66Xxzx5GTJ4hmUMTgH3b7RdfjjVQKzK6df4ceel
2023-05-14,2023-05-14 23:50,Shahed-136/131,,north-east,,4,4,kpszsu/posts/pfbid02Urb3RsjU76zqBppZ8vHA43QwWd66Xxzx5GTJ4hmUMTgH3b7RdfjjVQKzK6df4ceel
2023-05-15,2023-05-15 17:00,Orlan-10,,Kherson oblast,,1,1,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-15,2023-05-15 17:00,Lancet,,Kherson oblast,,2,2,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-15,2023-05-15 17:00,Supercam,,Kherson oblast,,1,1,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-16 3:30,2023-05-16 07:00,X-47 Kinzhal,,Ukraine,6 x MiG-31K,6,6,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Kalibr,Black Sea,Ukraine,Navi,9,9,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,C-400 and Iskander-M,,Ukraine,,10,10,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Shahed-136/131,,Ukraine,,6,6,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Orlan-10,,Ukraine,,1,1,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Supercam,,Ukraine,,2,2,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16,2023-05-16 18:00,Orlan-10,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid0LDCq1R1DZ8LPMwCSJgjCLdr5fcwAAYPS2cBQFK7cwZMqsoSypxmdHjxwRyPF1bUTl
2023-05-16,2023-05-16 18:00,Unknown UAV,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid0LDCq1R1DZ8LPMwCSJgjCLdr5fcwAAYPS2cBQFK7cwZMqsoSypxmdHjxwRyPF1bUTl
2023-05-17 21:00,2023-05-18 05:30,Unknown UAV,,Ukraine,,2,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Shahed-136/131,,Ukraine,,2,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,X-101/X-555,,Ukraine,2 x Tu-160 and 8 x Tu-95,22,21,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Kalibr,Black Sea,Ukraine,Navi,6,6,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Iskander-K,,Ukraine,,2,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-19,2023-05-19 08:00,Kalibr,Black Sea,Ukraine,Navi,6,3,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
